,회사명,종목코드,상장일
1800,폴켐,033190.KQ,1997-11-10
1801,풍연,017090.KQ,1996-01-15
1802,플러스프로핏,036660.KQ,2000-06-15
1803,하이드로젠파워,070080.KQ,2002-12-13
1804,하이럭스,079340.KQ,2005-07-19
1805,한국스팩1호,123290.KQ,2010-08-24
1806,한국염공,005470.KQ,1996-07-01
1807,한국파트너스,019560.KQ,1999-12-03
1808,한보금고,027450.KQ,1996-07-01
1809,한주개발,017410.KQ,1996-07-01
1810,한화에이스스팩2호,219860.KQ,2015-07-20
1811,헤파호프,039350.KQ,2000-12-07
1812,화니백화점,031090.KQ,1997-01-23
1813,휘튼,066480.KQ,2002-11-05
1814,히든챔피언스팩1호,123160.KQ,2010-06-11
1815,GV,045890.KQ,2005-11-28
1816,HB테크놀러지,078150.KQ,2004-12-08
1817,IBKS제12호스팩,335870.KQ,2019-12-09
1818,ISC,095340.KQ,2007-10-01
1819,KG이니시스,035600.KQ,2002-11-22
1820,MP한강,219550.KQ,2015-07-22
1821,NE능률,053290.KQ,2002-12-10
1822,NHN한국사이버결제,060250.KQ,2002-01-08
1823,SBI인베스트먼트,019550.KQ,1989-09-06
1824,SG,255220.KQ,2018-01-26
1825,갤럭시아머니트리,094480.KQ,2007-07-20
1826,고려제약,014570.KQ,2000-12-07
1827,국일제지,078130.KQ,2004-10-22
1828,금강철강,053260.KQ,2002-01-04
1829,기가레인,049080.KQ,2013-12-19
1830,나노스,151910.KQ,2012-08-02
1831,나노캠텍,091970.KQ,2007-01-30
1832,나라엠앤디,051490.KQ,2001-06-12
1833,나우IB,293580.KQ,2018-10-04
1834,내츄럴엔도텍,168330.KQ,2013-10-31
1835,네오펙트,290660.KQ,2018-11-28
1836,녹십자엠에스,142280.KQ,2014-12-17
1837,녹십자웰빙,234690.KQ,2019-10-14
1838,뉴로스,126870.KQ,2012-02-15
1839,뉴지랩,214870.KQ,2015-10-13
1840,대동기어,008830.KQ,1991-05-17
1841,대륙제관,004780.KQ,1994-12-29
1842,대모,317850.KQ,2019-07-24
1843,대보마그네틱,290670.KQ,2018-11-06
1844,대성엘텍,025440.KQ,1995-05-22
1845,대성창투,027830.KQ,1999-11-30
1846,대성파인텍,104040.KQ,2009-01-23
1847,대양제지,006580.KQ,1993-12-29
1848,대정화금,120240.KQ,2010-12-20
1849,대창스틸,140520.KQ,2014-12-05
1850,덕우전자,263600.KQ,2017-08-28
1851,동국S&C,100130.KQ,2009-08-31
1852,동성화인텍,033500.KQ,1997-12-19
1853,동양에스텍,060380.KQ,2002-02-05
1854,동양이엔피,079960.KQ,2005-02-01
1855,동일철강,023790.KQ,1994-11-07
1856,디스플레이텍,066670.KQ,2002-12-30
1857,디에스케이,109740.KQ,2009-09-23
1858,디자인,227100.KQ,2018-11-15
1859,디젠스,113810.KQ,2012-11-22
1860,러셀,217500.KQ,2015-06-16
1861,레이,228670.KQ,2019-08-08
1862,마이더스AI,222810.KQ,2015-08-13
1863,매일유업,267980.KQ,2017-06-05
1864,맥스로텍,141070.KQ,2012-11-16
1865,멀티캠퍼스,067280.KQ,2006-11-16
1866,메디프론,065650.KQ,2003-01-21
1867,명성티엔에스,257370.KQ,2018-09-13
1868,모바일어플라이언스,087260.KQ,2017-02-24
1869,미투온,201490.KQ,2016-10-10
1870,바른손,018700.KQ,1994-03-18
1871,바이오로그디바이스,208710.KQ,2014-12-24
1872,바이오솔루션,086820.KQ,2018-08-20
1873,바이오톡스텍,086040.KQ,2007-09-21
1874,버추얼텍,036620.KQ,2000-01-11
1875,베스파,299910.KQ,2018-12-03
1876,비나텍,126340.KQ,2020-09-23
1877,빅솔론,093190.KQ,2007-08-20
1878,삼목에스폼,018310.KQ,1996-05-03
1879,삼성스팩2호,291230.KQ,2018-09-13
1880,상상인,038540.KQ,2000-08-18
1881,상신전자,263810.KQ,2017-10-16
1882,서진시스템,178320.KQ,2017-03-27
1883,서플러스글로벌,140070.KQ,2017-01-25
1884,선익시스템,171090.KQ,2017-09-20
1885,세틀뱅크,234340.KQ,2019-07-12
1886,소프트센,032680.KQ,1997-07-18
1887,쇼박스,086980.KQ,2006-07-07
1888,스타모빌리티,158310.KQ,2013-04-03
1889,시큐브,131090.KQ,2011-12-21
1890,신진에스엠,138070.KQ,2011-11-28
1891,심텍홀딩스,036710.KQ,2000-01-04
1892,쎌바이오텍,049960.KQ,2002-12-13
1893,씨티케이코스메틱스,260930.KQ,2017-12-07
1894,아모그린텍,125210.KQ,2019-03-29
1895,아미노로직스,074430.KQ,2004-06-04
1896,아이디스,143160.KQ,2011-09-26
1897,아이비김영,339950.KQ,2019-12-24
1898,아이앤씨,052860.KQ,2009-10-06
1899,아이에스이커머스,069920.KQ,2007-12-05
1900,아이엠,101390.KQ,2008-07-23
1901,아이엠텍,226350.KQ,2016-02-03
1902,아진엑스텍,059120.KQ,2014-07-24
1903,아톤,158430.KQ,2019-10-17
1904,알엔투테크놀로지,148250.KQ,2016-06-22
1905,압타머사이언스,291650.KQ,2020-09-16
1906,액토즈소프트,052790.KQ,2001-08-14
1907,앤씨앤,092600.KQ,2007-06-26
1908,에스엠,041510.KQ,2000-04-27
1909,에스티아이,039440.KQ,2002-02-28
1910,에이아이비트,039230.KQ,2000-06-22
1911,에이치엘비제약,047920.KQ,2015-12-21
1912,에이치케이,044780.KQ,2000-09-07
1913,에이텍,045660.KQ,2001-05-24
1914,에코프로,086520.KQ,2007-07-20
1915,에코프로비엠,247540.KQ,2019-03-05
1916,엔에이치스팩17호,359090.KQ,2020-09-23
1917,엘앤케이바이오,156100.KQ,2016-11-30
1918,오리엔탈정공,014940.KQ,2001-12-26
1919,오리콤,010470.KQ,2000-10-24
1920,오스템,031510.KQ,1997-02-12
1921,우리기술,032820.KQ,2000-06-22
1922,우리기술투자,041190.KQ,2000-06-09
1923,우리로,046970.KQ,2012-11-27
1924,우정바이오,215380.KQ,2015-05-18
1925,월덱스,101160.KQ,2008-06-19
1926,웰크론한텍,076080.KQ,2008-07-18
1927,웹스,196700.KQ,2015-08-24
1928,윙입푸드,900340.KQ,2018-11-30
1929,유니셈,036200.KQ,1999-12-10
1930,유니트론텍,142210.KQ,2016-02-02
1931,유진기업,023410.KQ,1994-10-07
1932,유진로봇,056080.KQ,2001-11-13
1933,율호,072770.KQ,2007-07-25
1934,이노와이즈,086250.KQ,2006-11-10
1935,이라이콤,041520.KQ,2003-07-04
1936,이베스트투자증권,078020.KQ,2007-02-21
1937,이엑스티,226360.KQ,2015-10-22
1938,이엔에프테크놀로지,102710.KQ,2009-05-28
1939,이원컴포텍,088290.KQ,2009-12-01
1940,이크레더블,092130.KQ,2008-10-24
1941,이화전기,024810.KQ,1994-12-29
1942,인트론바이오,048530.KQ,2011-01-26
1943,인프라웨어,041020.KQ,2005-10-28
1944,일야,058450.KQ,2002-01-17
1945,일진파워,094820.KQ,2007-11-06
1946,제노포커스,187420.KQ,2015-05-29
1947,제룡산업,147830.KQ,2012-02-13
1948,젠큐릭스,229000.KQ,2020-06-25
1949,조이시티,067000.KQ,2008-05-30
1950,중앙에너비스,000440.KQ,1993-03-24
1951,지엘팜텍,204840.KQ,2014-11-20
1952,진매트릭스,109820.KQ,2009-11-06
1953,창해에탄올,004650.KQ,2014-07-30
1954,청담러닝,096240.KQ,2008-06-27
1955,컬러레이,900310.KQ,2017-08-10
1956,케어랩스,263700.KQ,2018-03-28
1957,케이엔제이,272110.KQ,2019-10-25
1958,케이엠,083550.KQ,2005-12-20
1959,케이엠제약,225430.KQ,2015-10-08
1960,케이프,064820.KQ,2007-05-29
1961,켐트로닉스,089010.KQ,2007-01-17
1962,켐트로스,220260.KQ,2015-07-27
1963,코다코,046070.KQ,2000-12-26
1964,코리아에프티,123410.KQ,2010-08-27
1965,코센,009730.KQ,1990-07-27
1966,큐로홀딩스,051780.KQ,2001-06-26
1967,태광,023160.KQ,1994-09-07
1968,티피씨글로벌,130740.KQ,2011-02-08
1969,파크시스템스,140860.KQ,2015-12-17
1970,파트론,091700.KQ,2006-12-13
1971,판타지오,032800.KQ,1997-06-26
1972,팬젠,222110.KQ,2016-03-11
1973,포스코엠텍,009520.KQ,1997-11-10
1974,포인트엔지니어링,256630.KQ,2017-05-02
1975,포티스,141020.KQ,2013-01-29
1976,퓨쳐스트림네트웍스,214270.KQ,2015-03-25
1977,피앤씨테크,237750.KQ,2016-07-04
1978,피앤이솔루션,131390.KQ,2011-09-27
1979,필로시스헬스케어,057880.KQ,2003-12-29
1980,하나머스트제6호스팩,307160.KQ,2018-11-30
1981,하림지주,003380.KQ,2017-06-30
1982,하이제5호스팩,340120.KQ,2019-12-23
1983,하이텍팜,106190.KQ,2010-07-28
1984,한국가구,004590.KQ,1993-06-03
1985,한국정밀기계,101680.KQ,2009-05-19
1986,한빛소프트,047080.KQ,2002-01-10
1987,한송네오텍,226440.KQ,2015-10-06
1988,현대바이오랜드,052260.KQ,2001-05-17
1989,현대통신,039010.KQ,2000-07-20
1990,3SOFT,036360.KQ,2001-01-18
1991,GK파워,054020.KQ,2002-05-07
1992,KTB벤처2-MF,039370.KQ,2000-04-21
1993,KTB전환형1,037360.KQ,2000-01-12
1994,PW제네틱스,065910.KQ,2003-01-10
1995,경북콘크리트,008960.KQ,1996-07-01
1996,교보5호스팩,223040.KQ,2015-08-27
1997,뉴젠비아이티,054650.KQ,2002-01-10
1998,다임마이스터보험형일,036440.KQ,1999-10-15
1999,대림금속공업,015920.KQ,1996-07-01
2000,대우스팩3호,215580.KQ,2015-05-19
2001,대한제지,000530.KQ,1996-07-01
2002,덴소풍성,047060.KQ,2000-09-08
2003,도움,078610.KQ,2005-05-09
2004,디브이에스,046400.KQ,2002-10-01
2005,디앤샵,090090.KQ,2006-06-12
2006,디지텔,037740.KQ,2000-03-03
2007,룩손에너지,033550.KQ,1998-01-13
2008,리젠트코스,043350.KQ,2000-06-16
2009,마이다스페안,045280.KQ,2000-07-10
2010,메카포럼,035830.KQ,1999-12-03
2011,모빌링크,041310.KQ,2000-05-09
2012,모젬,079560.KQ,2005-12-27
2013,미래에셋P.B.2호펀드,066030.KQ,2002-03-18
2014,미래에셋실크로드자산,036300.KQ,1999-11-12
2015,박현주4성장,037780.KQ,2000-02-25
2016,박현주드림육호자산배,035700.KQ,1999-09-17
2017,벨로체피아노,040750.KQ,2000-12-05
2018,보람금고,008160.KQ,1996-07-01
2019,블루젬디앤씨,053040.KQ,2001-08-09
2020,삼성그랑프리전환형뮤,035520.KQ,1999-09-17
2021,삼성수산,052560.KQ,2001-07-10
2022,삼화실업,000600.KQ,1996-07-01
2023,선일옵트론,014250.KQ,1997-01-07
2024,성우몰드,053440.KQ,2001-08-21
2025,세이에이스혼합형펀드,052520.KQ,2001-03-12
2026,세이채권혼합,045790.KQ,2000-07-24
2027,스탠더드텔레,027890.KQ,1996-06-07
2028,실리콘화일,082930.KQ,2008-04-25
2029,실크성장2호,043400.KQ,2000-06-16
2030,쏠라엔텍,030390.KQ,1997-02-12
2031,씨디네트웍스,073710.KQ,2005-07-29
2032,씨모텍,081090.KQ,2007-11-14
2033,아이엠아이티,038100.KQ,2000-01-13
2034,아이티센네트웍스,057110.KQ,2002-01-10
2035,아이팩토리,053810.KQ,2002-07-19
2036,아이피에스,051820.KQ,2005-11-11
2037,알이엔,023670.KQ,2001-01-11
2038,에스마크,030270.KQ,1997-01-17
2039,에프아이투어,047370.KQ,2001-05-29
2040,에프티이앤이,065160.KQ,2002-07-30
2041,엔에이치스팩7호,217810.KQ,2015-06-12
2042,엔케이바이오,019260.KQ,1996-01-04
2043,엔하이테크,046720.KQ,2002-10-10
2044,엘에스오토모티브,008580.KQ,1996-07-01
2045,예당,049000.KQ,2001-01-03
2046,예일바이오텍,054250.KQ,2001-12-20
2047,옵티멈성장1,045090.KQ,2000-06-30
2048,옵티멈전환2,039380.KQ,2000-03-17
2049,완리,900180.KQ,2011-06-13
2050,우경,025920.KQ,1995-08-07
2051,웨이포트,900130.KQ,2010-07-23
2052,유리세이프전환혼합형,052530.KQ,2001-04-02
2053,유리중립일,036950.KQ,1999-11-12
2054,유리프론티어-MF,045550.KQ,2000-07-10
2055,유안타제2호스팩,219960.KQ,2015-07-17
2056,인네트,041450.KQ,2000-07-20
2057,인베스티움사파이어성,034340.KQ,1999-08-13
2058,임광토건,001850.KQ,1996-07-01
2059,장복건설,013210.KQ,1996-07-01
2060,제이앤유글로벌,086200.KQ,2006-06-07
2061,주일,011770.KQ,1996-07-01
2062,차이나하오란,900090.KQ,2010-02-05
2063,케너텍,062730.KQ,2003-05-23
2064,케이디엠,027560.KQ,2001-01-11
2065,클라스타,037550.KQ,2002-01-17
2066,텔슨정보통신,018180.KQ,1993-06-03
2067,트리니티,053070.KQ,2001-08-07
2068,파이오니어2-MF,045070.KQ,2000-07-10
2069,파인넥스,123260.KQ,2011-12-05
2070,포네이처,045290.KQ,2004-01-06
2071,플래티넘성1,043380.KQ,2000-06-16
2072,플렉스컴,065270.KQ,2002-10-23
2073,하이스마텍,057100.KQ,2002-11-15
2074,한와이어리스,037020.KQ,1999-11-16
2075,한통데이타,045760.KQ,2002-04-23
2076,한화수성스팩,265920.KQ,2017-06-08
2077,한화에이스스팩4호,279410.KQ,2017-11-27
2078,화진,134780.KQ,2011-08-10
2079,AP시스템,265520.KQ,2017-04-07
2080,AP위성,211270.KQ,2016-03-04
2081,GRT,900290.KQ,2016-10-25
2082,MP그룹,065150.KQ,2007-07-18
2083,OQP,078590.KQ,2005-10-27
2084,PI첨단소재,178920.KQ,2014-12-08
2085,S&K폴리텍,091340.KQ,2007-07-30
2086,SFA반도체,036540.KQ,2001-05-02
2087,THE E&M,089230.KQ,2006-10-10
2088,THE MIDONG,161570.KQ,2013-11-13
2089,YTN,040300.KQ,2001-09-04
2090,골프존뉴딘홀딩스,121440.KQ,2011-05-20
2091,교보10호기업인수목적,355150.KQ,2020-09-18
2092,글로벌에스엠,900070.KQ,2009-12-23
2093,금화피에스시,036190.KQ,2000-12-26
2094,까스텔바작,308100.KQ,2019-06-10
2095,나무가,190510.KQ,2015-11-12
2096,네온테크,306620.KQ,2018-10-31
2097,넥스틴,348210.KQ,2020-10-08
2098,녹십자랩셀,144510.KQ,2016-06-23
2099,농우바이오,054050.KQ,2002-04-02
2100,뉴트리,270870.KQ,2018-12-13
2101,다나와,119860.KQ,2011-01-24
2102,다믈멀티미디어,093640.KQ,2007-10-19
2103,대동스틸,048470.KQ,2002-01-10
2104,대신밸런스제8호스팩,336570.KQ,2019-12-19
2105,대한광통신,010170.KQ,1994-11-07
2106,더네이쳐홀딩스,298540.KQ,2020-07-27
2107,데이타솔루션,263800.KQ,2017-08-03
2108,덱스터,206560.KQ,2015-12-22
2109,도이치모터스,067990.KQ,2004-12-03
2110,동국산업,005160.KQ,1999-06-25
2111,동원개발,013120.KQ,1994-12-29
2112,동일금속,109860.KQ,2009-07-28
2113,동화기업,025900.KQ,1995-08-07
2114,드림시큐리티,203650.KQ,2014-10-13
2115,드림어스컴퍼니,060570.KQ,2003-12-19
2116,디와이피엔에프,104460.KQ,2009-12-22
2117,디지캡,197140.KQ,2018-09-07
2118,레몬,294140.KQ,2020-02-28
2119,로보티즈,108490.KQ,2018-10-26
2120,로체시스템즈,071280.KQ,2003-11-14
2121,루멘스,038060.KQ,2006-08-08
2122,루트로닉,085370.KQ,2006-07-04
2123,리노공업,058470.KQ,2001-12-18
2124,마이크로디지탈,305090.KQ,2019-06-05
2125,마크로젠,038290.KQ,2000-02-22
2126,매커스,093520.KQ,2007-02-12
2127,메디아나,041920.KQ,2014-10-07
2128,멜파스,096640.KQ,2009-12-18
2129,모바일리더,100030.KQ,2010-05-25
2130,미래생명자원,218150.KQ,2015-06-18
2131,미래컴퍼니,049950.KQ,2005-01-04
2132,바른전자,064520.KQ,2002-12-04
2133,배럴,267790.KQ,2018-02-01
2134,백금T&A,046310.KQ,2002-02-05
2135,버킷스튜디오,066410.KQ,2003-12-19
2136,보성파워텍,006910.KQ,1994-09-07
2137,브이원텍,251630.KQ,2017-07-13
2138,브이티지엠피,018290.KQ,1994-09-07
2139,비비씨,318410.KQ,2020-09-21
2140,비씨월드제약,200780.KQ,2014-12-15
2141,비아트론,141000.KQ,2012-05-04
2142,비츠로시스,054220.KQ,2001-12-26
2143,빛샘전자,072950.KQ,2012-03-21
2144,삼기,122350.KQ,2010-03-19
2145,상상인이안제2호스팩,329560.KQ,2019-08-30
2146,상상인인더스트리,101000.KQ,2009-11-06
2147,서남,294630.KQ,2020-02-20
2148,서울리거,043710.KQ,2002-07-11
2149,서울제약,018680.KQ,2000-08-18
2150,서전기전,189860.KQ,2014-12-24
2151,서희건설,035890.KQ,1999-12-24
2152,성광벤드,014620.KQ,2001-01-11
2153,세중,039310.KQ,2000-06-09
2154,센트럴바이오,051980.KQ,2001-07-31
2155,셀트리온헬스케어,091990.KQ,2017-07-28
2156,솔브레인홀딩스,036830.KQ,2000-01-18
2157,솔트룩스,304100.KQ,2020-07-23
2158,슈프리마아이디,317770.KQ,2019-08-01
2159,신신제약,002800.KQ,2017-02-28
2160,신영스팩6호,344050.KQ,2020-02-12
2161,신일제약,012790.KQ,1999-08-13
2162,싸이맥스,160980.KQ,2015-06-17
2163,썸에이지,208640.KQ,2014-12-29
2164,쏠리드,050890.KQ,2005-07-08
2165,씨아이에스,222080.KQ,2015-09-02
2166,씨에스베어링,297090.KQ,2019-11-21
2167,아난티,025980.KQ,1996-01-06
2168,아바코,083930.KQ,2005-10-11
2169,아세아텍,050860.KQ,2010-01-26
2170,아스트,067390.KQ,2014-12-24
2171,아이스크림에듀,289010.KQ,2019-07-11
2172,아이텍,119830.KQ,2010-10-26
2173,아이티엠반도체,084850.KQ,2019-11-07
2174,알로이스,297570.KQ,2018-07-20
2175,양지사,030960.KQ,1996-10-24
2176,얼라인드,238120.KQ,2016-11-03
2177,에스씨디,042110.KQ,2000-07-13
2178,에스에프에이,056190.KQ,2001-12-18
2179,에스텍,069510.KQ,2003-11-14
2180,에스폴리텍,050760.KQ,2002-05-16
2181,에스피시스템스,317830.KQ,2019-08-14
2182,에이디테크놀로지,200710.KQ,2014-12-16
2183,에이치엘비생명과학,067630.KQ,2008-11-25
2184,에이치엘비파워,043220.KQ,2001-07-03
2185,에치에프알,230240.KQ,2015-12-16
2186,엔에이치스팩16호,353190.KQ,2020-06-17
2187,엘앤씨바이오,290650.KQ,2018-11-01
2188,엘앤에프,066970.KQ,2003-01-02
2189,엘티씨,170920.KQ,2013-10-08
2190,엠투엔,033310.KQ,1997-11-10
2191,영우디에스피,143540.KQ,2014-10-29
2192,영풍정밀,036560.KQ,1999-12-28
2193,예선테크,250930.KQ,2016-09-29
2194,오리엔트정공,065500.KQ,2002-09-19
2195,오스코텍,039200.KQ,2007-01-17
2196,오파스넷,173130.KQ,2018-08-24
2197,올릭스,226950.KQ,2018-07-18
2198,옴니시스템,057540.KQ,2007-09-19
2199,와토스코리아,079000.KQ,2005-11-15
2200,우리산업,215360.KQ,2015-05-06
2201,우리이앤엘,153490.KQ,2013-02-05
2202,우원개발,046940.KQ,2002-06-18
2203,위더스제약,330350.KQ,2020-07-03
2204,위즈코프,038620.KQ,2000-05-04
2205,윈팩,097800.KQ,2013-03-07
2206,유비케어,032620.KQ,1997-05-02
2207,유안타제3호스팩,287410.KQ,2018-05-08
2208,유앤아이,056090.KQ,2015-11-12
2209,유진스팩4호,321260.KQ,2019-05-31
2210,이노메트리,302430.KQ,2018-12-12
2211,이노테라피,246960.KQ,2019-02-01
2212,이디티,215090.KQ,2015-04-28
2213,이루다,164060.KQ,2020-08-06
2214,이매진아시아,036260.KQ,1999-12-10
2215,이베스트이안스팩1호,323210.KQ,2019-07-15
2216,이씨에스,067010.KQ,2007-12-18
2217,이엔드디,101360.KQ,2020-07-30
2218,이오테크닉스,039030.KQ,2000-08-24
2219,인터로조,119610.KQ,2010-07-28
2220,인트로메딕,150840.KQ,2013-12-19
2221,인화정공,101930.KQ,2010-10-22
2222,자연과환경,043910.KQ,2005-11-18
2223,정산애강,022220.KQ,2006-04-11
2224,제닉,123330.KQ,2011-08-03
2225,제이브이엠,054950.KQ,2006-06-07
2226,제이엔케이히터,126880.KQ,2011-01-31
2227,제일테크노스,038010.KQ,2000-01-11
2228,제테마,216080.KQ,2019-11-14
2229,지에스이,053050.KQ,2001-10-11
2230,지엔원에너지,270520.KQ,2017-08-22
2231,지와이커머스,111820.KQ,2010-06-18
2232,진양제약,007370.KQ,2000-07-27
2233,차바이오텍,085660.KQ,2005-12-27
2234,천랩,311690.KQ,2019-12-26
2235,케어젠,214370.KQ,2015-11-17
2236,케이맥,043290.KQ,2011-10-25
2237,케이엘넷,039420.KQ,2002-03-12
2238,케이프이에스제4호,347140.KQ,2020-03-24
2239,코렌텍,104540.KQ,2013-03-05
2240,코리아나,027050.KQ,1999-12-10
2241,코스맥스엔비티,222040.KQ,2015-12-16
2242,코오롱티슈진,950160.KQ,2017-11-06
2243,코콤,015710.KQ,1997-09-30
2244,큐에스아이,066310.KQ,2006-11-24
2245,크루셜텍,114120.KQ,2010-07-21
2246,크리스에프앤씨,110790.KQ,2018-10-01
2247,테스,095610.KQ,2008-05-20
2248,텔레칩스,054450.KQ,2004-12-10
2249,텔레필드,091440.KQ,2008-02-01
2250,톱텍,108230.KQ,2009-09-15
2251,티비씨,033830.KQ,2010-11-29
2252,티플랙스,081150.KQ,2009-04-23
2253,파나진,046210.KQ,2000-08-16
2254,파이오링크,170790.KQ,2013-08-01
2255,포비스티앤씨,016670.KQ,1993-04-21
2256,포시에스,189690.KQ,2015-02-11
2257,푸른기술,094940.KQ,2007-09-14
2258,퓨전,195440.KQ,2016-12-21
2259,프럼파스트,035200.KQ,2002-01-15
2260,플리토,300080.KQ,2019-07-17
2261,피엔케이피부임상연구센타,347740.KQ,2020-09-09
2262,피제이전자,006140.KQ,1993-12-07
2263,하림,136480.KQ,2011-05-02
2264,하이록코리아,013030.KQ,1989-12-15
2265,하이비젼시스템,126700.KQ,2010-09-10
2266,하츠,066130.KQ,2003-02-11
2267,한국기업평가,034950.KQ,2002-02-07
2268,한국정보공학,039740.KQ,2000-07-06
2269,한네트,052600.KQ,2001-07-10
2270,한라IMS,092460.KQ,2007-05-22
2271,한양이엔지,045100.KQ,2000-08-31
2272,한프,066110.KQ,2002-07-16
2273,해성산업,034810.KQ,1999-04-16
2274,해성옵틱스,076610.KQ,2013-11-06
2275,행남사,008800.KQ,1993-09-03
2276,홈센타홀딩스,060560.KQ,2002-07-11
2277,힘스,238490.KQ,2017-07-20
